ExamId,Type,Date,TotalMarks,CourseId
2413,Final,2025-04-15,30,296
2414,Midterm,2025-08-19,30,818
2415,Final,2025-06-20,30,784
2416,Quiz,2025-11-02,50,932
2417,Quiz,2025-06-17,20,899
2418,Final,2025-10-26,30,698
2419,Midterm,2025-07-22,30,254
2420,Final,2025-01-31,100,665
2421,Final,2025-11-13,20,30
2422,Final,2025-03-11,50,324
2423,Final,2025-11-12,100,207
2424,Quiz,2025-03-18,20,732
2425,Final,2025-03-18,30,219
2426,Midterm,2025-10-02,20,923
2427,Quiz,2025-04-29,50,379
2428,Quiz,2025-10-11,100,91
2429,Final,2025-03-29,20,630
2430,Midterm,2025-04-30,100,269
2431,Final,2025-07-23,100,60
2432,Final,2025-12-21,50,568
2433,Quiz,2025-05-09,50,255
2434,Midterm,2025-10-07,50,741
2435,Quiz,2025-04-26,50,459
2436,Quiz,2025-12-25,50,467
2437,Quiz,2025-02-27,50,710
2438,Final,2025-02-27,50,624
2439,Final,2025-01-01,50,886
2440,Final,2025-02-13,30,314
2441,Final,2025-04-27,20,307
2442,Quiz,2025-07-02,30,246
2443,Quiz,2025-06-11,100,432
2444,Quiz,2025-07-08,100,795
2445,Midterm,2025-08-07,30,878
2446,Final,2025-07-31,30,408
2447,Final,2025-10-03,50,587
2448,Final,2025-03-17,50,404
2449,Quiz,2025-01-23,20,5
2450,Quiz,2025-06-14,100,839
2451,Quiz,2025-09-15,20,10
2452,Final,2025-06-30,30,283
2453,Midterm,2025-11-03,100,864
2454,Midterm,2025-08-17,100,297
2455,Final,2025-05-02,30,622
2456,Midterm,2025-08-29,100,333
2457,Quiz,2025-03-09,50,901
2458,Quiz,2025-05-27,100,925
2459,Final,2025-05-18,50,264
2460,Quiz,2025-10-03,50,59
2461,Final,2025-08-26,20,265
2462,Final,2025-08-11,50,860
2463,Quiz,2025-10-26,50,660
2464,Final,2025-10-30,30,270
2465,Quiz,2025-11-28,50,611
2466,Quiz,2025-12-10,20,919
2467,Midterm,2025-08-11,20,354
2468,Quiz,2025-04-27,50,227
2469,Midterm,2025-07-26,100,488
2470,Midterm,2025-12-10,30,566
2471,Quiz,2025-09-29,20,49
2472,Quiz,2025-08-13,20,20
2473,Quiz,2025-05-10,30,311
2474,Midterm,2025-09-12,50,386
2475,Quiz,2025-07-11,30,851
2476,Midterm,2025-06-29,100,408
2477,Midterm,2025-11-09,50,178
2478,Quiz,2025-04-17,20,709
2479,Final,2025-04-23,20,355
2480,Midterm,2025-04-30,30,508
2481,Midterm,2025-09-14,100,849
2482,Midterm,2025-06-16,50,412
2483,Final,2025-03-21,30,240
2484,Midterm,2025-10-05,100,804
2485,Midterm,2025-06-21,30,341
2486,Midterm,2025-09-01,20,195
2487,Midterm,2025-04-13,50,616
2488,Quiz,2025-08-25,50,133
2489,Midterm,2025-07-04,100,595
2490,Final,2025-07-08,30,85
2491,Final,2025-11-05,20,767
2492,Final,2025-01-28,100,487
2493,Final,2025-11-28,100,747
2494,Final,2025-01-20,30,399
2495,Quiz,2025-01-02,30,313
2496,Midterm,2025-01-17,20,91
2497,Quiz,2025-08-13,20,139
2498,Final,2025-07-19,30,224
2499,Final,2025-06-06,20,421
2500,Quiz,2025-04-16,100,213
2501,Final,2025-01-06,50,496
2502,Final,2025-08-31,20,787
2503,Final,2025-07-31,100,52
2504,Midterm,2025-02-13,20,45
2505,Quiz,2025-06-18,20,117
2506,Midterm,2025-12-08,30,503
2507,Quiz,2025-08-22,100,786
2508,Midterm,2025-04-14,100,795
2509,Final,2025-03-15,30,653
2510,Quiz,2025-12-01,30,698
2511,Quiz,2025-07-03,100,352
2512,Final,2025-10-03,20,810
2513,Midterm,2025-09-17,50,550
2514,Quiz,2025-06-17,50,34
2515,Final,2025-08-10,30,383
2516,Quiz,2025-04-26,20,706
2517,Final,2025-08-15,100,229
2518,Quiz,2025-05-31,20,80
2519,Midterm,2025-11-21,100,207
2520,Quiz,2025-06-06,30,609
2521,Final,2025-07-13,50,771
2522,Midterm,2025-02-17,100,841
2523,Midterm,2025-04-29,30,559
2524,Final,2025-04-21,20,943
2525,Quiz,2025-12-11,50,517
2526,Midterm,2025-06-29,30,637
2527,Quiz,2025-03-14,20,169
2528,Midterm,2025-09-24,20,441
2529,Quiz,2025-03-01,30,932
2530,Quiz,2025-04-19,30,800
2531,Midterm,2025-10-18,50,674
2532,Midterm,2025-10-22,50,396
2533,Midterm,2025-12-25,20,865
2534,Final,2025-10-11,50,113
2535,Quiz,2025-02-24,50,737
2536,Final,2025-09-06,50,36
2537,Final,2025-02-14,20,635
2538,Midterm,2025-06-17,20,511
2539,Quiz,2025-04-22,20,177
2540,Final,2025-11-05,30,142
2541,Quiz,2025-04-12,100,421
2542,Quiz,2025-09-04,30,597
2543,Midterm,2025-07-29,30,773
2544,Midterm,2025-09-03,100,561
2545,Midterm,2025-10-09,30,667
2546,Midterm,2025-11-10,20,744
2547,Midterm,2025-07-01,30,162
2548,Midterm,2025-09-20,30,924
2549,Final,2025-02-07,30,655
2550,Final,2025-08-03,30,472
2551,Final,2025-09-05,100,859
2552,Midterm,2025-08-10,100,70
2553,Quiz,2025-06-03,20,767
2554,Quiz,2025-09-13,20,834
2555,Quiz,2025-09-10,30,473
2556,Midterm,2025-02-19,100,76
2557,Final,2025-05-12,20,251
2558,Final,2025-12-21,30,460
2559,Midterm,2025-01-10,100,522
2560,Midterm,2025-04-20,30,291
2561,Midterm,2025-12-16,100,929
2562,Midterm,2025-08-03,30,544
2563,Midterm,2025-05-21,100,348
2564,Final,2025-10-01,20,6
2565,Midterm,2025-11-09,20,278
2566,Final,2025-09-12,30,419
2567,Midterm,2025-10-04,100,57
2568,Midterm,2025-07-19,20,492
2569,Midterm,2025-04-03,30,527
2570,Quiz,2025-08-17,20,559
2571,Quiz,2025-06-23,30,744
2572,Midterm,2025-11-17,20,769
2573,Midterm,2025-11-21,50,636
2574,Midterm,2025-11-26,20,934
2575,Midterm,2025-10-09,100,795
2576,Midterm,2025-01-31,20,188
2577,Quiz,2025-08-03,100,409
2578,Midterm,2025-10-06,20,571
2579,Midterm,2025-09-26,30,682
2580,Midterm,2025-01-08,30,102
2581,Quiz,2025-04-16,20,15
2582,Quiz,2025-05-04,50,495
2583,Final,2025-02-28,30,221
2584,Midterm,2025-06-18,100,459
2585,Midterm,2025-09-07,30,241
2586,Midterm,2025-02-08,30,566
2587,Final,2025-11-20,30,630
2588,Midterm,2025-05-07,20,748
2589,Midterm,2025-04-23,20,394
2590,Midterm,2025-01-13,50,759
2591,Midterm,2025-09-14,100,212
2592,Midterm,2025-12-25,30,413
2593,Final,2025-12-07,50,577
2594,Quiz,2025-06-24,100,607
2595,Midterm,2025-05-21,50,840
2596,Midterm,2025-08-13,50,550
2597,Final,2025-12-09,20,714
2598,Quiz,2025-10-01,30,815
2599,Midterm,2025-10-17,30,601
2600,Midterm,2025-02-10,30,439
2601,Quiz,2025-04-18,20,195
2602,Final,2025-11-03,50,701
2603,Midterm,2025-12-18,20,160
2604,Midterm,2025-08-11,20,829
2605,Final,2025-07-21,20,211
2606,Midterm,2025-05-08,100,692
2607,Quiz,2025-12-18,20,789
2608,Quiz,2025-06-10,100,96
2609,Final,2025-08-03,50,206
2610,Quiz,2025-02-21,30,211
2611,Final,2025-02-09,50,499
2612,Final,2025-06-23,20,841
2613,Midterm,2025-05-12,50,128
2614,Final,2025-10-16,30,40
2615,Final,2025-09-10,20,170
2616,Midterm,2025-03-30,20,173
2617,Final,2025-07-04,20,885
2618,Quiz,2025-12-30,30,912
2619,Final,2025-05-31,100,658
2620,Quiz,2025-12-09,30,497
2621,Midterm,2025-03-17,100,486
2622,Quiz,2025-01-22,20,854
2623,Final,2025-07-06,20,895
2624,Midterm,2025-12-15,50,206
2625,Final,2025-08-05,20,235
2626,Midterm,2025-12-24,20,879
2627,Final,2025-08-13,100,683
2628,Midterm,2025-12-31,20,726
2629,Quiz,2025-01-03,100,278
2630,Quiz,2025-03-25,100,925
2631,Midterm,2025-07-14,100,159
2632,Quiz,2025-11-07,100,590
2633,Midterm,2025-04-25,100,50
2634,Quiz,2025-06-13,30,628
2635,Midterm,2025-05-18,30,220
2636,Midterm,2025-07-21,100,616
2637,Final,2025-08-02,100,220
2638,Midterm,2025-02-02,100,495
2639,Midterm,2025-11-23,50,405
2640,Final,2025-02-28,30,249
2641,Quiz,2025-10-22,30,803
2642,Final,2025-03-18,20,734
2643,Quiz,2025-09-23,30,753
2644,Final,2025-10-04,50,193
2645,Final,2025-05-24,30,662
2646,Quiz,2025-07-08,50,379
2647,Quiz,2025-04-03,50,138
2648,Final,2025-02-07,100,80
2649,Final,2025-07-18,30,516
2650,Final,2025-04-05,30,585
2651,Final,2025-02-13,100,707
2652,Final,2025-06-13,20,810
2653,Quiz,2025-05-17,20,242
2654,Midterm,2025-12-11,100,476
2655,Quiz,2025-04-14,30,258
2656,Final,2025-03-05,100,556
2657,Midterm,2025-08-16,30,406
2658,Final,2025-05-28,50,914
2659,Midterm,2025-09-09,100,117
2660,Quiz,2025-11-23,30,179
2661,Midterm,2025-12-18,30,71
2662,Midterm,2025-04-30,20,1
2663,Midterm,2025-04-18,100,255
2664,Quiz,2025-04-29,100,93
2665,Quiz,2025-02-09,30,863
2666,Final,2025-12-15,30,123
2667,Final,2025-11-04,20,737
2668,Final,2025-04-22,30,601
2669,Quiz,2025-09-30,30,172
2670,Final,2025-06-14,20,105
2671,Midterm,2025-10-10,50,159
2672,Quiz,2025-08-21,100,401
2673,Quiz,2025-05-01,30,340
2674,Midterm,2025-01-18,100,794
2675,Final,2025-12-16,100,1
2676,Midterm,2025-04-27,30,912
2677,Final,2025-10-02,50,240
2678,Midterm,2025-02-10,50,611
2679,Midterm,2025-08-04,20,277
2680,Final,2025-08-27,30,180
2681,Midterm,2025-07-30,100,21
2682,Final,2025-05-07,100,733
2683,Quiz,2025-02-25,20,345
2684,Midterm,2025-11-26,50,97
2685,Quiz,2025-04-12,50,633
2686,Midterm,2025-08-23,30,544
2687,Midterm,2025-06-30,50,695
2688,Midterm,2025-06-09,100,656
2689,Quiz,2025-01-23,100,97
2690,Final,2025-12-08,30,199
2691,Quiz,2025-11-16,100,922
2692,Midterm,2025-04-09,30,102
2693,Final,2025-04-03,50,208
2694,Midterm,2025-11-10,100,657
2695,Midterm,2025-10-16,20,156
2696,Quiz,2025-03-13,30,208
2697,Midterm,2025-05-23,50,661
2698,Final,2025-01-10,20,435
2699,Midterm,2025-04-18,20,806
2700,Midterm,2025-10-01,100,231
2701,Quiz,2025-08-02,50,603
2702,Quiz,2025-11-11,30,511
2703,Quiz,2025-03-15,50,136
2704,Quiz,2025-09-27,20,514
2705,Final,2025-12-17,100,848
2706,Midterm,2025-11-06,20,890
2707,Quiz,2025-10-06,50,269
2708,Midterm,2025-01-14,100,584
2709,Midterm,2025-11-23,50,395
2710,Final,2025-03-07,20,594
2711,Midterm,2025-01-01,50,716
2712,Final,2025-09-05,50,110
2713,Final,2025-08-23,30,780
2714,Final,2025-12-18,100,561
2715,Quiz,2025-10-19,20,286
2716,Final,2025-03-28,30,16
2717,Quiz,2025-08-13,100,577
2718,Quiz,2025-05-09,20,600
2719,Quiz,2025-01-12,30,221
2720,Midterm,2025-08-25,20,837
2721,Quiz,2025-01-22,30,894
2722,Quiz,2025-07-05,20,934
2723,Final,2025-05-14,50,264
2724,Final,2025-06-17,30,232
2725,Quiz,2025-12-11,20,877
2726,Final,2025-01-14,30,865
2727,Final,2025-11-28,30,911
2728,Quiz,2025-02-25,20,182
2729,Final,2025-12-03,20,88
2730,Quiz,2025-08-18,30,915
2731,Final,2025-04-11,100,506
2732,Final,2025-12-28,20,190
2733,Final,2025-11-09,30,33
2734,Quiz,2025-09-21,50,328
2735,Final,2025-06-06,50,633
2736,Final,2025-01-07,50,88
2737,Quiz,2025-02-15,20,674
2738,Quiz,2025-09-09,50,285
2739,Midterm,2025-10-03,100,708
2740,Midterm,2025-10-24,30,509
2741,Quiz,2025-04-22,30,92
2742,Quiz,2025-10-04,20,22
2743,Quiz,2025-04-26,100,231
2744,Quiz,2025-12-07,20,246
2745,Midterm,2025-10-13,30,488
2746,Midterm,2025-04-13,30,502
2747,Quiz,2025-01-21,30,715
2748,Quiz,2025-04-29,30,176
2749,Final,2025-12-15,30,647
2750,Midterm,2025-06-02,20,36
2751,Midterm,2025-09-30,20,297
2752,Quiz,2025-07-06,30,209
2753,Midterm,2025-12-10,100,856
2754,Midterm,2025-07-17,50,929
2755,Quiz,2025-12-22,30,458
2756,Final,2025-03-16,50,592
2757,Final,2025-09-08,30,79
2758,Final,2025-02-22,30,773
2759,Final,2025-01-13,30,832
2760,Quiz,2025-03-14,50,681
2761,Quiz,2025-08-26,30,926
2762,Quiz,2025-07-12,50,344
2763,Quiz,2025-01-14,30,464
2764,Quiz,2025-07-23,100,865
2765,Midterm,2025-11-29,100,519
2766,Final,2025-09-24,20,575
2767,Final,2025-12-20,20,483
2768,Midterm,2025-09-19,100,275
2769,Final,2025-06-27,20,522
2770,Quiz,2025-02-02,50,695
2771,Midterm,2025-12-21,20,203
2772,Midterm,2025-03-22,30,636
2773,Midterm,2025-12-23,20,643
2774,Final,2025-02-06,20,461
2775,Midterm,2025-01-29,50,351
2776,Quiz,2025-07-11,50,899
2777,Midterm,2025-11-21,30,598
2778,Quiz,2025-02-13,100,105
2779,Final,2025-08-06,50,173
2780,Midterm,2025-04-09,100,794
2781,Final,2025-03-13,50,361
2782,Quiz,2025-10-02,30,133
2783,Final,2025-12-14,20,755
2784,Quiz,2025-09-10,30,266
2785,Midterm,2025-04-26,30,504
2786,Quiz,2025-03-21,30,131
2787,Midterm,2025-05-08,20,680
2788,Quiz,2025-08-25,100,674
2789,Final,2025-03-24,50,291
2790,Quiz,2025-06-08,20,846
2791,Final,2025-10-31,30,141
2792,Quiz,2025-01-31,30,384
2793,Quiz,2025-02-24,50,366
2794,Quiz,2025-07-22,30,290
2795,Final,2025-06-16,100,267
2796,Midterm,2025-11-12,100,810
2797,Midterm,2025-08-02,100,193
2798,Quiz,2025-08-13,100,383
2799,Quiz,2025-08-06,50,933
2800,Midterm,2025-05-23,100,574
2801,Midterm,2025-01-16,100,768
2802,Midterm,2025-07-04,20,12
2803,Final,2025-04-19,50,804
2804,Quiz,2025-08-09,50,368
2805,Final,2025-10-13,100,22
2806,Quiz,2025-12-08,20,780
2807,Final,2025-03-11,100,266
2808,Quiz,2025-10-16,100,94
2809,Midterm,2025-11-23,30,771
2810,Final,2025-01-14,20,268
2811,Quiz,2025-01-17,50,800
2812,Final,2025-01-25,100,690
2813,Final,2025-04-28,100,202
2814,Midterm,2025-12-11,50,731
2815,Midterm,2025-01-08,30,448
2816,Final,2025-08-17,20,272
2817,Quiz,2025-03-17,20,72
2818,Quiz,2025-08-07,50,492
2819,Final,2025-04-02,50,947
2820,Final,2025-09-11,100,723
2821,Midterm,2025-10-12,20,677
2822,Midterm,2025-05-26,20,424
2823,Final,2025-04-04,100,126
2824,Final,2025-06-28,100,849
2825,Midterm,2025-11-11,30,649
2826,Midterm,2025-10-01,50,302
2827,Midterm,2025-10-07,30,463
2828,Quiz,2025-07-06,100,529
2829,Midterm,2025-02-06,100,285
2830,Quiz,2025-03-24,100,388
2831,Quiz,2025-10-11,20,898
2832,Midterm,2025-02-06,50,638
2833,Quiz,2025-03-09,20,152
2834,Midterm,2025-06-24,20,454
2835,Quiz,2025-12-19,50,419
2836,Final,2025-02-23,50,81
2837,Final,2025-07-14,30,804
2838,Final,2025-12-05,30,371
2839,Final,2025-05-13,30,598
2840,Quiz,2025-05-25,20,501
2841,Midterm,2025-06-23,30,931
2842,Quiz,2025-09-11,30,791
2843,Midterm,2025-02-11,50,740
2844,Final,2025-10-10,30,70
2845,Midterm,2025-05-25,30,680
2846,Quiz,2025-03-18,20,604
2847,Midterm,2025-02-04,100,223
2848,Quiz,2025-10-09,20,140
2849,Quiz,2025-03-07,30,810
2850,Final,2025-09-18,100,580
2851,Midterm,2025-03-18,30,234
2852,Quiz,2025-01-19,20,256
2853,Quiz,2025-02-18,20,9
2854,Midterm,2025-08-06,50,293
2855,Midterm,2025-02-03,50,392
2856,Final,2025-08-08,20,394
2857,Quiz,2025-05-12,100,153
2858,Quiz,2025-06-23,30,638
2859,Midterm,2025-10-13,50,179
2860,Final,2025-05-27,20,40
2861,Quiz,2025-09-24,100,702
2862,Quiz,2025-02-11,100,309
2863,Midterm,2025-01-02,100,376
2864,Midterm,2025-06-17,100,738
2865,Midterm,2025-07-22,30,726
2866,Quiz,2025-12-09,20,894
2867,Midterm,2025-02-04,20,433
2868,Midterm,2025-02-16,30,715
2869,Quiz,2025-11-17,20,583
2870,Quiz,2025-11-23,100,402
2871,Midterm,2025-03-26,20,427
2872,Midterm,2025-12-09,50,782
2873,Final,2025-12-25,20,123
2874,Quiz,2025-05-03,100,241
2875,Final,2025-03-22,100,684
2876,Final,2025-07-31,50,190
2877,Final,2025-05-21,30,585
2878,Midterm,2025-11-26,100,69
2879,Midterm,2025-03-08,100,348
2880,Quiz,2025-05-03,30,349
2881,Final,2025-04-18,100,856
2882,Midterm,2025-01-25,50,781
2883,Midterm,2025-10-02,50,721
2884,Final,2025-01-25,100,534
2885,Final,2025-06-06,30,360
2886,Midterm,2025-01-20,100,705
2887,Quiz,2025-05-05,50,564
2888,Final,2025-02-21,30,658
2889,Quiz,2025-11-10,20,426
2890,Final,2025-01-24,20,93
2891,Final,2025-11-23,50,571
2892,Quiz,2025-03-26,100,447
2893,Quiz,2025-01-31,50,952
2894,Final,2025-03-30,50,584
2895,Quiz,2025-04-20,50,759
2896,Quiz,2025-11-13,50,410
2897,Final,2025-07-31,30,494
2898,Midterm,2025-05-25,30,555
2899,Midterm,2025-06-14,20,661
2900,Midterm,2025-08-17,100,447
2901,Final,2025-11-23,20,862
2902,Final,2025-09-19,30,696
2903,Final,2025-05-05,50,572
2904,Midterm,2025-09-25,30,289
2905,Quiz,2025-12-31,30,1
2906,Midterm,2025-08-15,20,175
2907,Final,2025-12-20,50,711
2908,Final,2025-05-31,30,76
2909,Quiz,2025-04-22,100,790
2910,Final,2025-04-06,20,131
2911,Quiz,2025-11-28,30,526
2912,Midterm,2025-11-17,20,527
2913,Quiz,2025-10-10,50,244
2914,Quiz,2025-05-05,30,731
2915,Quiz,2025-11-17,20,790
2916,Quiz,2025-04-08,30,83
2917,Midterm,2025-11-30,20,591
2918,Midterm,2025-01-12,100,373
2919,Midterm,2025-12-22,100,575
2920,Quiz,2025-07-23,30,543
2921,Quiz,2025-05-25,100,519
2922,Quiz,2025-03-04,50,951
2923,Quiz,2025-10-30,100,570
2924,Final,2025-11-07,50,161
2925,Midterm,2025-09-06,30,432
2926,Quiz,2025-11-17,20,526
2927,Midterm,2025-02-20,30,645
2928,Final,2025-11-08,20,177
2929,Quiz,2025-03-25,30,126
2930,Midterm,2025-08-24,50,419
2931,Final,2025-12-26,50,391
2932,Quiz,2025-02-22,100,730
2933,Midterm,2025-10-03,30,223
2934,Midterm,2025-09-11,30,562
2935,Quiz,2025-03-08,100,901
2936,Quiz,2025-10-16,100,937
2937,Quiz,2025-05-21,20,253
2938,Quiz,2025-11-30,100,237
2939,Midterm,2025-11-19,100,938
2940,Final,2025-01-04,100,457
2941,Final,2025-08-08,20,314
2942,Quiz,2025-12-13,20,292
2943,Quiz,2025-09-19,50,560
2944,Final,2025-07-07,30,118
2945,Midterm,2025-03-22,50,285
2946,Midterm,2025-06-27,50,27
2947,Midterm,2025-08-12,30,724
2948,Midterm,2025-11-23,100,287
2949,Quiz,2025-09-26,20,610
2950,Midterm,2025-11-09,100,29
2951,Final,2025-07-23,20,748
2952,Final,2025-11-30,50,430
2953,Final,2025-02-01,20,398
2954,Midterm,2025-10-09,50,755
2955,Final,2025-05-08,20,628
2956,Quiz,2025-07-30,50,472
2957,Quiz,2025-01-09,20,279
2958,Quiz,2025-07-03,20,520
2959,Midterm,2025-12-08,30,459
2960,Quiz,2025-10-05,30,517
2961,Final,2025-03-27,100,825
2962,Midterm,2025-12-22,50,719
2963,Midterm,2025-03-24,50,446
2964,Final,2025-10-05,30,808
2965,Quiz,2025-03-02,100,217
2966,Midterm,2025-10-31,20,78
2967,Quiz,2025-11-16,20,231
2968,Final,2025-08-11,20,53
2969,Quiz,2025-04-28,100,640
2970,Midterm,2025-07-06,50,282
2971,Midterm,2025-08-08,20,163
2972,Final,2025-09-09,100,643
2973,Quiz,2025-02-04,50,90
2974,Quiz,2025-12-05,20,601
2975,Midterm,2025-05-07,20,682
2976,Midterm,2025-05-20,30,825
2977,Final,2025-08-23,50,401
2978,Final,2025-11-14,20,888
2979,Midterm,2025-02-17,100,827
2980,Midterm,2025-09-18,20,184
2981,Quiz,2025-12-05,100,77
2982,Final,2025-10-28,20,600
2983,Midterm,2025-06-05,50,948
2984,Final,2025-07-01,100,819
2985,Final,2025-10-21,50,473
2986,Quiz,2025-05-04,20,680
2987,Midterm,2025-07-02,50,269
2988,Final,2025-01-10,100,638
2989,Quiz,2025-02-16,100,806
2990,Final,2025-06-28,50,819
2991,Quiz,2025-06-12,100,774
2992,Final,2025-09-01,50,143
2993,Midterm,2025-05-18,20,600
2994,Midterm,2025-11-13,50,590
2995,Final,2025-11-27,50,259
2996,Final,2025-02-01,50,444
2997,Final,2025-07-06,50,786
2998,Midterm,2025-11-12,100,919
2999,Midterm,2025-09-09,20,553
3000,Midterm,2025-04-27,20,200
3001,Quiz,2025-01-11,20,505
3002,Quiz,2025-03-05,50,718
3003,Midterm,2025-09-07,100,676
3004,Quiz,2025-09-06,20,174
3005,Midterm,2025-07-14,50,286
3006,Midterm,2025-03-08,100,484
3007,Midterm,2025-04-27,50,523
3008,Quiz,2025-11-10,20,720
3009,Midterm,2025-07-15,30,110
3010,Quiz,2025-02-07,30,308
3011,Midterm,2025-11-30,100,506
3012,Quiz,2025-08-05,50,691
3013,Midterm,2025-10-11,100,659
3014,Midterm,2025-08-03,50,322
3015,Quiz,2025-12-07,50,874
3016,Final,2025-11-15,100,487
3017,Midterm,2025-07-26,20,545
3018,Quiz,2025-01-11,100,817
3019,Final,2025-08-31,30,870
3020,Final,2025-12-05,30,132
3021,Quiz,2025-12-29,20,775
3022,Midterm,2025-03-05,50,342
3023,Midterm,2025-12-20,20,169
3024,Midterm,2025-01-01,100,788
3025,Quiz,2025-07-01,20,821
3026,Final,2025-12-20,20,848
3027,Final,2025-10-08,50,153
3028,Final,2025-01-27,50,1
3029,Quiz,2025-12-05,100,368
3030,Midterm,2025-05-02,100,355
3031,Quiz,2025-10-12,100,313
3032,Quiz,2025-05-05,30,170
3033,Final,2025-10-17,20,928
3034,Midterm,2025-08-21,30,387
3035,Midterm,2025-06-22,50,478
3036,Midterm,2025-06-01,20,537
3037,Midterm,2025-07-28,30,602
3038,Midterm,2025-12-06,30,249
3039,Quiz,2025-04-06,100,445
3040,Final,2025-07-26,30,82
3041,Midterm,2025-11-14,50,840
3042,Final,2025-06-16,20,488
3043,Quiz,2025-10-13,50,679
3044,Quiz,2025-01-02,30,756
3045,Quiz,2025-07-27,50,623
3046,Midterm,2025-09-04,100,84
3047,Midterm,2025-02-19,50,219
3048,Midterm,2025-01-03,30,926
3049,Quiz,2025-04-19,20,395
3050,Quiz,2025-07-17,100,713
3051,Midterm,2025-12-20,30,521
3052,Midterm,2025-03-09,100,475
3053,Final,2025-10-02,50,223
3054,Midterm,2025-11-17,30,815
3055,Final,2025-02-27,50,936
3056,Midterm,2025-04-28,100,848
3057,Quiz,2025-10-21,100,606
3058,Midterm,2025-12-04,50,372
3059,Quiz,2025-06-06,100,300
3060,Midterm,2025-09-11,30,543
3061,Quiz,2025-12-19,20,416
3062,Final,2025-05-25,100,642
3063,Final,2025-03-25,100,393
3064,Quiz,2025-07-09,50,87
3065,Final,2025-07-14,20,159
3066,Quiz,2025-05-30,50,829
3067,Final,2025-07-01,20,520
3068,Final,2025-10-08,30,114
3069,Final,2025-11-17,20,196
3070,Final,2025-03-23,100,852
3071,Final,2025-03-18,50,629
3072,Midterm,2025-06-20,50,207
3073,Midterm,2025-10-25,100,268
3074,Quiz,2025-12-26,20,552
3075,Quiz,2025-12-29,100,453
3076,Midterm,2025-12-21,20,415
3077,Quiz,2025-02-07,50,790
3078,Midterm,2025-05-31,50,826
3079,Midterm,2025-09-09,30,584
3080,Final,2025-10-01,100,456
3081,Quiz,2025-03-10,20,563
3082,Quiz,2025-09-26,50,267
3083,Midterm,2025-08-15,100,390
3084,Midterm,2025-08-25,100,150
3085,Quiz,2025-07-19,50,928
3086,Quiz,2025-01-11,30,848
3087,Midterm,2025-03-24,30,317
3088,Quiz,2025-03-14,100,831
3089,Quiz,2025-02-24,30,149
3090,Midterm,2025-05-12,20,113
3091,Quiz,2025-12-16,30,147
3092,Final,2025-06-24,30,653
3093,Final,2025-06-22,100,828
3094,Midterm,2025-09-28,50,33
3095,Quiz,2025-10-12,100,440
3096,Quiz,2025-05-26,100,307
3097,Quiz,2025-06-01,100,353
3098,Quiz,2025-07-01,30,64
3099,Midterm,2025-08-12,50,575
3100,Quiz,2025-10-14,100,831
3101,Midterm,2025-04-20,20,113
3102,Midterm,2025-09-29,50,287
3103,Quiz,2025-12-21,30,203
3104,Midterm,2025-08-08,50,936
3105,Final,2025-01-19,20,951
3106,Final,2025-05-08,50,122
3107,Midterm,2025-01-17,20,405
3108,Final,2025-03-29,50,47
3109,Final,2025-04-26,30,76
3110,Quiz,2025-09-25,30,447
3111,Final,2025-02-18,50,747
3112,Final,2025-03-16,30,887
3113,Quiz,2025-09-13,20,707
3114,Final,2025-12-09,20,221
3115,Midterm,2025-08-11,30,168
3116,Quiz,2025-05-17,50,461
3117,Quiz,2025-03-19,100,376
3118,Midterm,2025-02-27,50,44
3119,Final,2025-05-07,50,277
3120,Final,2025-03-29,50,374
3121,Midterm,2025-07-25,30,933
3122,Quiz,2025-12-27,30,577
3123,Midterm,2025-10-28,30,467
3124,Final,2025-02-12,50,101
3125,Midterm,2025-06-12,100,168
3126,Final,2025-05-17,30,598
3127,Midterm,2025-08-28,50,245
3128,Midterm,2025-09-22,30,816
3129,Final,2025-06-12,100,178
3130,Midterm,2025-03-03,30,598
3131,Quiz,2025-03-20,20,70
3132,Final,2025-01-28,50,86
3133,Midterm,2025-12-19,20,349
3134,Midterm,2025-07-28,50,763
3135,Quiz,2025-10-15,30,713
3136,Quiz,2025-11-28,20,318
3137,Quiz,2025-07-10,20,845
3138,Midterm,2025-10-31,50,886
3139,Quiz,2025-11-24,30,939
3140,Midterm,2025-07-28,100,795
3141,Quiz,2025-12-17,20,595
3142,Quiz,2025-07-26,30,890
3143,Final,2025-05-12,20,341
3144,Quiz,2025-12-12,30,528
3145,Midterm,2025-07-29,50,322
3146,Quiz,2025-01-23,30,817
3147,Final,2025-09-22,30,492
3148,Midterm,2025-09-17,50,417
3149,Quiz,2025-09-11,20,911
3150,Final,2025-12-04,30,458
3151,Midterm,2025-11-06,100,318
3152,Quiz,2025-05-29,20,873
3153,Midterm,2025-03-31,20,446
3154,Midterm,2025-01-05,100,19
3155,Quiz,2025-08-10,50,353
3156,Quiz,2025-10-29,50,947
3157,Midterm,2025-07-16,50,161
3158,Quiz,2025-03-28,20,548
3159,Midterm,2025-04-26,50,67
3160,Midterm,2025-06-15,100,27
3161,Quiz,2025-09-28,20,177
3162,Midterm,2025-11-22,100,191
3163,Quiz,2025-05-31,50,134
3164,Final,2025-08-11,20,18
3165,Final,2025-11-29,50,883
3166,Midterm,2025-12-11,100,138
3167,Quiz,2025-01-30,20,576
3168,Quiz,2025-12-25,30,606
3169,Quiz,2025-11-16,30,938
3170,Final,2025-12-29,50,708
3171,Final,2025-04-06,30,205
